time,wx,wy,wz
12.83,6.66,1.24,3.98
12.846,6.58,1.1,3.91
12.863,6.37,1.03,3.85
12.88,6.08,0.97,3.8
12.896,5.71,0.86,3.72
12.913,5.27,0.65,3.58
12.93,4.82,0.31,3.37
12.946,4.43,-0.11,3.09
12.963,4.12,-0.51,2.72
12.979,3.88,-0.83,2.24
12.996,3.49,-1.18,1.07
13.029,3.18,-1.23,0.42
13.046,2.4,-1.05,-0.99
13.063,1.97,-1,-1.69
13.08,1.54,-1.05,-2.33
13.096,1.13,-1.28,-2.94
13.113,0.77,-1.72,-3.52
13.13,0.46,-2.35,-4.08
13.146,0.11,-2.96,-4.6
13.163,-0.26,-3.4,-5.04
13.18,-0.66,-3.71,-5.33
13.196,-1.2,-3.87,-5.43
13.213,-1.75,-3.64,-5.34
13.229,-2.18,-2.86,-5.03
13.246,-2.4,-1.89,-4.62
13.263,-2.53,-1.36,-4.24
13.28,-2.55,-1.2,-3.96
13.296,-2.32,-1.12,-3.77
13.313,-1.9,-1.02,-3.55
13.33,-1.43,-0.89,-3.19
13.346,-1.03,-0.69,-2.65
13.363,-0.72,-0.28,-1.94
13.38,-0.47,0.22,-1.16
13.396,-0.37,0.58,-0.37
13.413,-0.43,0.75,0.37
13.43,-0.56,0.78,1.02
13.446,-0.71,0.75,1.57
13.463,-0.79,0.74,2.03
13.479,-0.75,0.84,2.36
13.496,-0.64,1.08,2.61
13.513,-0.47,1.37,2.89
13.53,-0.21,1.62,3.4
13.546,0.09,1.64,4.04
13.563,0.39,1.44,4.64
13.579,0.74,0.9,5.34
13.613,0.85,0.71,5.31
13.63,1.42,0.93,4.39
13.646,1.89,1.23,3.67
13.679,2.91,1.53,2.57
13.696,3.39,1.56,2.35
13.713,3.73,1.55,2.3
13.73,3.86,1.59,2.28
13.746,3.81,1.62,2.24
13.763,3.59,1.55,2.08
13.78,3.27,1.27,1.71
13.796,2.9,0.66,1.06
13.813,2.44,-0.3,0.15
13.83,1.83,-1.26,-0.82
13.846,1.2,-1.79,-1.68
13.863,0.65,-1.78,-2.42
13.88,0.16,-1.51,-3.02
13.896,-0.32,-1.32,-3.51
13.913,-0.71,-1.35,-3.94
13.93,-1.02,-1.72,-4.44
13.946,-1.33,-2.46,-5
13.963,-1.68,-3.35,-5.49
13.98,-2.24,-4.26,-5.75
13.996,-3.04,-4.99,-5.71
14.013,-3.86,-4.87,-5.26
14.029,-4.31,-3.65,-4.45
14.046,-4.49,-2.44,-3.59
14.063,-4.57,-2.05,-2.92
14.08,-4.31,-2.11,-2.46
14.096,-3.73,-2.18,-2.13
14.113,-3.02,-2.09,-1.88
14.129,-2.3,-1.8,-1.63
14.146,-1.6,-1.38,-1.31
14.163,-0.51,-0.69,-0.43
14.196,-0.09,-0.48,0.05
14.213,0.55,-0.09,0.96
14.229,0.77,0.1,1.35
14.263,1.11,0.59,2.22
14.279,1.31,1.12,2.84
14.296,1.4,1.52,3.54
14.313,1.17,1.5,4.1
14.33,0.9,1.33,4.52
14.346,0.89,1.31,4.79
